Channel,Package,Position,Satellite,Language,Resolution,Encryption,Genre,Type
France 2,New World,16° E,EUTELSAT 16A,French,SD,Encoded,General,TV
France 3,New World,16° E,EUTELSAT 16A,French,SD,Encoded,General,TV
France 5,New World,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
Franceinfo:,New World,16° E,EUTELSAT 16A,French,SD,Encoded,News,TV
Dorcel XXX,New World,16° E,EUTELSAT 16A,French,SD,Encoded,Adults,TV
Dorcel TV Africa,New World,16° E,EUTELSAT 16A,French,SD,Encoded,Adults,TV
Zee Magic,New World,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
Dorcel TV,New World,16° E,EUTELSAT 16A,French,SD,Encoded,Adults,TV
Aforevo TV,New World,16° E,EUTELSAT 16A,English,SD,Encoded,,TV
Sport Klub Fight,Total TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Sports,TV
RTS 3,Total TV,16° E,EUTELSAT 16A,Serbian,SD,Encoded,,TV
Alternativna TV,Total TV,16° E,EUTELSAT 16A,Serbian,SD,Encoded,General,TV
RTRS TV,Total TV,16° E,EUTELSAT 16A,Serbian,SD,Encoded,General,TV
Brio,Total TV,16° E,EUTELSAT 16A,Slovenian,SD,Encoded,,TV
Kino,Total TV,16° E,EUTELSAT 16A,Slovenian,SD,Encoded,Films,TV
TV 3,Total TV,16° E,EUTELSAT 16A,Slovenian,SD,Encoded,,TV
MRT 1,Total TV,16° E,EUTELSAT 16A,Macedonian,SD,Encoded,General,TV
Sitel TV,Total TV,16° E,EUTELSAT 16A,Macedonian,SD,Encoded,General,TV
Kanal 5,Total TV,16° E,EUTELSAT 16A,Macedonian,SD,Encoded,General,TV
Pikaboo,Total TV,16° E,EUTELSAT 16A,Serbian|Croatian|Slovenian|Macedonian|Albanian,SD,Encoded,Children,TV
Sport Klub 2 Slovenija,Total TV,16° E,EUTELSAT 16A,Slovenian,SD,Encoded,Sports,TV
CineStar TV Comedy,Total TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Films,TV
Lov i ribolov,Total TV,16° E,EUTELSAT 16A,Serbian,SD,Encoded,Documentary,TV
Nova M,Total TV,16° E,EUTELSAT 16A,Serbian,SD,Encoded,General,TV
Prva Srpska TV,Total TV,16° E,EUTELSAT 16A,Serbian,SD,Encoded,,TV
Prva Plus,Total TV,16° E,EUTELSAT 16A,Serbian,SD,Encoded,,TV
Happy,Total TV,16° E,EUTELSAT 16A,Serbian,SD,Encoded,,TV
RTV 1,Total TV,16° E,EUTELSAT 16A,Serbian,SD,Encoded,General,TV
BHT 1,Total TV,16° E,EUTELSAT 16A,Bosnian,SD,Encoded,General,TV
Federalna TV,Total TV,16° E,EUTELSAT 16A,Bosnian,SD,Encoded,General,TV
Sport Klub 1 Slovenija,Total TV,16° E,EUTELSAT 16A,Slovenian,SD,Encoded,Sports,TV
Hema TV,Total TV,16° E,EUTELSAT 16A,Bosnian,SD,Encoded,,TV
Sport Klub 1 Hrvatska,Total TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Sports,TV
TV 1000 Balkan,Total TV,16° E,EUTELSAT 16A,English,SD,Encoded,Films,TV
Doku TV,Total TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,,TV
Diva Adria,Total TV,16° E,EUTELSAT 16A,English,SD,Encoded,Films,TV
RTV 2,Total TV,16° E,EUTELSAT 16A,Serbian,SD,Encoded,General,TV
Duck TV SD,,16° E,EUTELSAT 16A,English,SD,Encoded,Children,TV
Baby TV Europe,,16° E,EUTELSAT 16A,English,SD,Encoded,Children,TV
TLC Balkan,,16° E,EUTELSAT 16A,Bulgarian|English,SD,Encoded,Documentary,TV
Fox Movies Hrvatska,,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Films,TV
National Geographic Wild Europe,,16° E,EUTELSAT 16A,English|Czech,SD,Encoded,Documentary,TV
Boomerang Central & Eastern Europe,,16° E,EUTELSAT 16A,English,SD,Encoded,Children,TV
24 Kitchen Hrvatska,,16° E,EUTELSAT 16A,English,SD,Encoded,,TV
Action,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Films,TV
Automoto la chaîne,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Sports,TV
C8,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,General,TV
Cine + Club,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Films,TV
Cine + Frisson,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Films,TV
Colors,Canal + Réunion,16° E,EUTELSAT 16A,Hindi,SD,Encoded,,TV
Disney Channel France,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Children,TV
Eurosport 2 France,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Sports,TV
Histoire TV,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Documentary,TV
InfoSport +,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Sports,TV
LCI,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,News,TV
MBC Sat,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,General,TV
Ludikids,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Children,TV
Penthouse Black,Canal + Réunion,16° E,EUTELSAT 16A,English,SD,Encoded,Adults,TV
Série Club,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Films,TV
TFX,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
Trace Urban Afrique,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Music,TV
TV Plus Madagascar,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
Viva,Canal + Réunion,16° E,EUTELSAT 16A,,SD,Encoded,,TV
TF 1 Séries Films,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Films,TV
TV Malagasy,Canal + Réunion,16° E,EUTELSAT 16A,,SD,Encoded,General,TV
RTL Living Hrvatska,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,General,TV
RTL Kockica,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Children,TV
National Geographic Hrvatska,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Documentary,TV
National Geographic Wild Europe,Max TV,16° E,EUTELSAT 16A,English,SD,Encoded,Documentary,TV
BBC Earth Romania,Max TV,16° E,EUTELSAT 16A,English,SD,Encoded,,TV
CineStar TV Fantasy,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Films,TV
Nickelodeon Europe,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Children,TV
Boomerang Central & Eastern Europe,Max TV,16° E,EUTELSAT 16A,English,SD,Encoded,Children,TV
Baby TV Europe,Max TV,16° E,EUTELSAT 16A,English,SD,Encoded,Children,TV
Cartoon Network Russia & South East Europe,Max TV,16° E,EUTELSAT 16A,English,SD,Encoded,Children,TV
Epic Drama,Max TV,16° E,EUTELSAT 16A,English,SD,Encoded,,TV
Fox Life Hrvatska,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Films,TV
Fox Crime Hrvatska,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Films,TV
Arena Sport 10 Hrvatska,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Sports,TV
Nick Jr Central & Eastern Europe,Max TV,16° E,EUTELSAT 16A,Croatian|English|Serbian|Slovenian|Hungarian,SD,Encoded,Children,TV
Jugoton TV,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Music,TV
TVR 3,,16° E,EUTELSAT 16A,Romanian,SD,Encoded,General,TV
TVR Moldova,,16° E,EUTELSAT 16A,Romanian,SD,Encoded,General,TV
BBC World News Africa,Canal + Réunion,16° E,EUTELSAT 16A,English,SD,Encoded,News,TV
Canal + Sport 4,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Sports,TV
Canal + Sport 5,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Sports,TV
C Star,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
Kanal Austral TV,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Music,TV
Cuisines,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
MTV France,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Music,TV
MTV Hits France,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Music,TV
Novelas TV,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
OCS Pulp,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Films,TV
Paramount Channel France,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
Piwi +,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Children,TV
Planète +,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Documentary,TV
TéléToon +,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Children,TV
Trace Vanilla Islands,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Music,TV
Zee Thirai,Canal + Réunion,16° E,EUTELSAT 16A,Tamil,SD,Encoded,Films,TV
XXL,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Adults,TV
B92,Total TV,16° E,EUTELSAT 16A,Serbian,SD,Encoded,General,TV
OBN,Total TV,16° E,EUTELSAT 16A,Bosnian,SD,Encoded,General,TV
TV Slovenija 1,Total TV,16° E,EUTELSAT 16A,Slovenian,SD,Encoded,General,TV
Prva TV Crna Gora,Total TV,16° E,EUTELSAT 16A,Serbian,SD,Encoded,,TV
Nova Max,Total TV,16° E,EUTELSAT 16A,Serbian,SD,Encoded,,TV
Sport Klub Golf,Total TV,16° E,EUTELSAT 16A,Serbian|Croatian|Slovenian,SD,Encoded,Sports,TV
Prva World,Total TV,16° E,EUTELSAT 16A,Serbian,SD,Encoded,,TV
Grand TV,Total TV,16° E,EUTELSAT 16A,Serbian,SD,Encoded,General,TV
N1 Bosna i Hercegovina,Total TV,16° E,EUTELSAT 16A,Bosnian,SD,Encoded,News,TV
N1 Hrvatska,Total TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,News,TV
Planet TV,Total TV,16° E,EUTELSAT 16A,Slovenian,SD,Encoded,,TV
RiC International,A1 Croatia,16° E,EUTELSAT 16A,English,SD,Encoded,Children,TV
Toxic Folk,A1 Croatia,16° E,EUTELSAT 16A,Serbian,SD,Encoded,,TV
Toxic TV,A1 Croatia,16° E,EUTELSAT 16A,Serbian,SD,Encoded,Music,TV
Balkanika Music TV,A1 Croatia,16° E,EUTELSAT 16A,Bulgarian,SD,Encoded,Music,TV
Hustler TV Europe,A1 Croatia,16° E,EUTELSAT 16A,English,SD,Encoded,Adults,TV
CBS Reality Europe,A1 Croatia,16° E,EUTELSAT 16A,English,SD,Encoded,Documentary,TV
Arena Fight,A1 Croatia,16° E,EUTELSAT 16A,Serbian,SD,Encoded,Sports,TV
Diva Adria,A1 Croatia,16° E,EUTELSAT 16A,English|Serbian,SD,Encoded,Films,TV
Arena Esport,A1 Croatia,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Sports,TV
CineStar TV Action Hrvatska,A1 Croatia,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Films,TV
RTL Crime Hrvatska,A1 Croatia,16° E,EUTELSAT 16A,Croatian,SD,Encoded,,TV
CineStar TV 1 Hrvatska,A1 Croatia,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Films,TV
RTL Passion Hrvatska,A1 Croatia,16° E,EUTELSAT 16A,Croatian,SD,Encoded,,TV
MTV 00s,A1 Croatia,16° E,EUTELSAT 16A,English,SD,Encoded,Music,TV
Mediaset Italia,A1 Croatia,16° E,EUTELSAT 16A,Italian,SD,Encoded,,TV
MTV Global,A1 Croatia,16° E,EUTELSAT 16A,English,SD,Encoded,Music,TV
Kreator TV,A1 Croatia,16° E,EUTELSAT 16A,Croatian,SD,Encoded,,TV
CineStar TV Premiere 2,A1 Croatia,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Films,TV
E! Europe,A1 Croatia,16° E,EUTELSAT 16A,English,SD,Encoded,General,TV
AXN Central Europe,A1 Croatia,16° E,EUTELSAT 16A,English,SD,Encoded,,TV
Woman,A1 Croatia,16° E,EUTELSAT 16A,Croatian,SD,Encoded,,TV
History Europe,Max TV,16° E,EUTELSAT 16A,English,SD,Encoded,Documentary,TV
M1 Gold,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Films,TV
Brazzers TV Europe,Max TV,16° E,EUTELSAT 16A,English,SD,Encoded,Adults,TV
Extreme Sports Channel,Max TV,16° E,EUTELSAT 16A,English,SD,Encoded,Sports,TV
CMC TV,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Music,TV
MTV 80s,Max TV,16° E,EUTELSAT 16A,English,SD,Encoded,Music,TV
Da Vinci,Max TV,16° E,EUTELSAT 16A,English,SD,Encoded,Education,TV
CNN International Europe,Max TV,16° E,EUTELSAT 16A,English,SD,Encoded,News,TV
Fox Movies Hrvatska,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Films,TV
RTL Passion Hrvatska,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,,TV
RTL Crime Hrvatska,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,,TV
Vivid Touch,Max TV,16° E,EUTELSAT 16A,English,SD,Encoded,Adults,TV
Private TV,Max TV,16° E,EUTELSAT 16A,English,SD,Encoded,Adults,TV
Fox Hrvatska,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,,TV
HRT 1,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,General,TV
Babes TV,,16° E,EUTELSAT 16A,English,SD,Encoded,Adults,TV
Reality Kings TV,,16° E,EUTELSAT 16A,English,SD,Encoded,Adults,TV
Nova TV,,16° E,EUTELSAT 16A,Croatian,SD,Encoded,,TV
BFM TV,Parabole Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,News,TV
MTV India,Parabole Réunion,16° E,EUTELSAT 16A,English,SD,Encoded,Music,TV
Chasse & Pêche,Parabole Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Documentary,TV
Antenne Réunion TV,Parabole Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
M6 Music,Parabole Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Music,TV
Tiji,Parabole Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Children,TV
RMC Sport 1,Parabole Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Sports,TV
Zee Magic,Parabole Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
Nina TV Français,Parabole Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
Nickelodeon Teen,Parabole Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Children,TV
Sky News International,Parabole Réunion,16° E,EUTELSAT 16A,English,SD,Encoded,News,TV
Dream'In,Parabole Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
Exo TV,Parabole Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
Dorcel XXX,Parabole Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Adults,TV
News 18 India,Parabole Réunion,16° E,EUTELSAT 16A,Hindi,SD,Encoded,News,TV
Discovery Science France,Parabole Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Documentary,TV
J-One,Parabole Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Children,TV
Mangas,Parabole Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
BeIn Sports Max 4 France,Parabole Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Sports,TV
RMC Sport 2,Parabole Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Sports,TV
Sony SAB India,Parabole Réunion,16° E,EUTELSAT 16A,Hindi,SD,Encoded,,TV
National Geographic Wild France,Parabole Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Documentary,TV
SET Asia,Parabole Réunion,16° E,EUTELSAT 16A,Hindi,SD,Encoded,,TV
TV5Monde Afrique,Parabole Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
Télémante,Parabole Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
Toonami France,Parabole Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Children,TV
Cartoon Network Bulgaria,,16° E,EUTELSAT 16A,English|Bulgarian|Russian|Croatian|Slovenian|Serbian,SD,Encoded,Children,TV
Disney Channel Romania,,16° E,EUTELSAT 16A,Romanian|English,SD,Encoded,Children,TV
Disney Channel Bulgaria,,16° E,EUTELSAT 16A,Bulgarian|English,SD,Encoded,Children,TV
AXN Spin Romania,,16° E,EUTELSAT 16A,Romanian|English,SD,Encoded,Children,TV
Barely Legal TV,,16° E,EUTELSAT 16A,English,SD,Encoded,Adults,TV
Da Vinci,,16° E,EUTELSAT 16A,,SD,Encoded,Education,TV
Gold,,16° E,EUTELSAT 16A,Slovenian,SD,Encoded,,TV
13ème Rue,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
A+,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
Canal + Sport 3,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Sports,TV
Disney Junior France,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Children,TV
English Club TV,Canal + Réunion,16° E,EUTELSAT 16A,English,SD,Encoded,,TV
Vixen,Canal + Réunion,16° E,EUTELSAT 16A,English,SD,Encoded,Adults,TV
Mezzo,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Music,TV
MTV India,Canal + Réunion,16° E,EUTELSAT 16A,English,SD,Encoded,Music,TV
MUTV,Canal + Réunion,16° E,EUTELSAT 16A,English,SD,Encoded,Sports,TV
Paris Première,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Documentary,TV
Planète + Crime,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
Star Plus,Canal + Réunion,16° E,EUTELSAT 16A,Hindi,SD,Encoded,,TV
Star Gold,Canal + Réunion,16° E,EUTELSAT 16A,Hindi,SD,Encoded,Films,TV
Nickelodeon Junior France,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Children,TV
Vivid TV Europe,Max TV,16° E,EUTELSAT 16A,English,SD,Encoded,Adults,TV
Woman,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,,TV
History 2 Polska,Max TV,16° E,EUTELSAT 16A,English,SD,Encoded,Documentary,TV
Pickbox TV,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,,TV
Viasat Nature East,Max TV,16° E,EUTELSAT 16A,English,SD,Encoded,Documentary,TV
Sport Klub Golf,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Sports,TV
Vivid Red,Max TV,16° E,EUTELSAT 16A,English,SD,Encoded,Adults,TV
24 Kitchen Hrvatska,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,,TV
Club MTV,Max TV,16° E,EUTELSAT 16A,English,SD,Encoded,Music,TV
MTV Hits Europe,Max TV,16° E,EUTELSAT 16A,English,SD,Encoded,Music,TV
Stingray Djazz,Max TV,16° E,EUTELSAT 16A,French,SD,Encoded,Music,TV
Blue Hustler Europe,Max TV,16° E,EUTELSAT 16A,English,SD,Encoded,Adults,TV
HRT 3,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,General,TV
Klasik TV,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,,TV
RTL 2 Hrvatska,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,General,TV
Doma Hrvatska,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,,TV
M1 Film,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Films,TV
HRT 4,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,General,TV
Mini TV,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Children,TV
Sportska TV,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Encoded,Sports,TV
6ter,Orange Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
OCS Pulp,Orange Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Films,TV
TF 1 Séries Films,Orange Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Films,TV
OCS Géants,Orange Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Films,TV
Canal J,Orange Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Children,TV
Gulli Africa,Orange Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Children,TV
Boomerang France,Orange Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Children,TV
Ushuaïa TV,Orange Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Documentary,TV
NRJ 12,Orange Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Music,TV
Dorcel TV,Orange Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Adults,TV
AB 1,Orange Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
Tiji,Orange Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Children,TV
Equidia,Orange Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Sports,TV
RFM TV,Orange Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Music,TV
Automoto la chaîne,Orange Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Sports,TV
BeIn Sports 3 France,Orange Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Sports,TV
Histoire TV,Orange Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Documentary,TV
C8,Orange Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,General,TV
CGTN Français,Orange Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,General,TV
Trace Urban Afrique,Orange Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Music,TV
Trace Africa Français,Orange Réunion,16° E,EUTELSAT 16A,French,SD,Encoded,Music,TV
CNN International Europe,Orange Réunion,16° E,EUTELSAT 16A,English,SD,Encoded,News,TV
Pro TV,,16° E,EUTELSAT 16A,Romanian,SD,Encoded,,TV
Acasa,,16° E,EUTELSAT 16A,Romanian,SD,Encoded,General,TV
Pro Cinema,,16° E,EUTELSAT 16A,Romanian,SD,Encoded,Films,TV
Pro Arena,,16° E,EUTELSAT 16A,Romanian,SD,Encoded,Sports,TV
Acasa Gold,,16° E,EUTELSAT 16A,Romanian,SD,Encoded,General,TV
Cinemax Central Europe,,16° E,EUTELSAT 16A,English,SD,Encoded,Films,TV
Passion Novelas,,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
Canal J,,16° E,EUTELSAT 16A,French,SD,Encoded,Children,TV
Novela Channel,,16° E,EUTELSAT 16A,French,SD,Encoded,,TV
Redlight HD,,16° E,EUTELSAT 16A,English,SD,Encoded,Adults,TV
First Channel,,16° E,EUTELSAT 16A,Albanian,SD,Encoded,,TV
Kanal D Romania,,16° E,EUTELSAT 16A,Romanian,SD,Encoded,General,TV
NW Sport 1,New World,16° E,EUTELSAT 16A,French,SD,Encoded,Sports,TV
NW Cinema,New World,16° E,EUTELSAT 16A,French,SD,Encoded,Films,TV
BFM TV,New World,16° E,EUTELSAT 16A,French,SD,Encoded,News,TV
SIC Internacional,,16° E,EUTELSAT 16A,Portuguese,SD,Encoded,General,TV
RTI 1,,16° E,EUTELSAT 16A,French,SD,Encoded,General,TV
RTI 2,,16° E,EUTELSAT 16A,French,SD,Encoded,General,TV
Acasa Gold,,16° E,EUTELSAT 16A,Romanian,SD,Encoded,General,TV
Kanal D Romania,,16° E,EUTELSAT 16A,Romanian,SD,Encoded,General,TV
National TV,,16° E,EUTELSAT 16A,Romanian,SD,Encoded,General,TV
Boomerang Central & Eastern Europe,,16° E,EUTELSAT 16A,Romanian,SD,Encoded,Children,TV
Pro TV,,16° E,EUTELSAT 16A,Romanian,SD,Encoded,General,TV
Pro Arena,,16° E,EUTELSAT 16A,Romanian,SD,Encoded,Sports,TV
Acasa,,16° E,EUTELSAT 16A,Romanian,SD,Encoded,General,TV
Pro Cinema,,16° E,EUTELSAT 16A,Romanian,SD,Encoded,Films,TV
Warner TV Romania,,16° E,EUTELSAT 16A,Romanian,SD,Encoded,Films,TV
România TV,,16° E,EUTELSAT 16A,Romanian,SD,Encoded,,TV
National TV,,16° E,EUTELSAT 16A,Romanian,SD,Encoded,General,TV
National 24 Plus,,16° E,EUTELSAT 16A,Romanian,SD,Encoded,General,TV
Unire TV 1,,16° E,EUTELSAT 16A,Italian,SD,Encoded,Sports,TV
Unire TV 2,,16° E,EUTELSAT 16A,Italian,SD,Encoded,Sports,TV
T,DigitAlb,16° E,EUTELSAT 16A,Albanian,HD,Encoded,,TV
SuperSport 7,DigitAlb,16° E,EUTELSAT 16A,Albanian,HD,Encoded,Sports,TV
Ora,DigitAlb,16° E,EUTELSAT 16A,Albanian,HD,Encoded,,TV
Big Brother VIP Albania 1,DigitAlb,16° E,EUTELSAT 16A,Albanian,HD,Encoded,General,TV
Film Hits,DigitAlb,16° E,EUTELSAT 16A,English,HD,Encoded,Films,TV
Film Aksion,DigitAlb,16° E,EUTELSAT 16A,English,HD,Encoded,Films,TV
Big Brother VIP Albania 2,DigitAlb,16° E,EUTELSAT 16A,Albanian,HD,Encoded,General,TV
Top Channel,DigitAlb,16° E,EUTELSAT 16A,Albanian,HD,Encoded,General,TV
TV Klan,DigitAlb,16° E,EUTELSAT 16A,Albanian,HD,Encoded,General,TV
SuperSport 5,DigitAlb,16° E,EUTELSAT 16A,Albanian,HD,Encoded,Sports,TV
SuperSport 6,DigitAlb,16° E,EUTELSAT 16A,Albanian,HD,Encoded,Sports,TV
A2,DigitAlb,16° E,EUTELSAT 16A,Albanian,HD,Encoded,News,TV
Gold HD,DigitAlb,16° E,EUTELSAT 16A,Albanian,HD,Encoded,Films,TV
Max HD,DigitAlb,16° E,EUTELSAT 16A,Albanian,HD,Encoded,Films,TV
Family HD,DigitAlb,16° E,EUTELSAT 16A,Albanian,HD,Encoded,,TV
SuperSport 1,DigitAlb,16° E,EUTELSAT 16A,Albanian,HD,Encoded,Sports,TV
SuperSport 2,DigitAlb,16° E,EUTELSAT 16A,Albanian,HD,Encoded,Sports,TV
SuperSport 3,DigitAlb,16° E,EUTELSAT 16A,Albanian,HD,Encoded,Sports,TV
SuperSport 4,DigitAlb,16° E,EUTELSAT 16A,Albanian,HD,Encoded,Sports,TV
Travel Channel Europe,DigitAlb,16° E,EUTELSAT 16A,English|Czech,HD,Encoded,Travel,TV
Antenne Réunion TV,Canal + Réunion,16° E,EUTELSAT 16A,French,HD,Encoded,General,TV
Canal + Kids,Canal + Réunion,16° E,EUTELSAT 16A,French,HD,Encoded,Children,TV
Canal + Sport Réunion,Canal + Réunion,16° E,EUTELSAT 16A,French,HD,Encoded,Sports,TV
OCS Max,Canal + Réunion,16° E,EUTELSAT 16A,French,HD,Encoded,Films,TV
Zee Cinema Africa,Canal + Réunion,16° E,EUTELSAT 16A,Hindi,HD,Encoded,Films,TV
Animal Planet Europe,DigitAlb,16° E,EUTELSAT 16A,English|Czech,HD,Encoded,Documentary,TV
Discovery Science,DigitAlb,16° E,EUTELSAT 16A,English|Czech,HD,Encoded,Documentary,TV
Dorcel XXX,DigitAlb,16° E,EUTELSAT 16A,English|French,HD,Encoded,Adults,TV
MTV Live,DigitAlb,16° E,EUTELSAT 16A,English,HD,Encoded,Music,TV
